data,open,high,low,close
1587,2855.3 ,2857.4 ,2851.4 ,2851.6 
1588,2851.4 ,2853.4 ,2848.4 ,2851.0 
1589,2850.9 ,2858.6 ,2849.9 ,2857.8 
1590,2857.5 ,2858.6 ,2844.6 ,2847.0 
1591,2846.6 ,2853.0 ,2844.5 ,2844.5 
1592,2844.3 ,2853.7 ,2843.8 ,2851.5 
1593,2851.3 ,2855.0 ,2846.3 ,2847.7 
1594,2847.7 ,2852.0 ,2845.7 ,2849.0 
1595,2849.0 ,2852.8 ,2848.8 ,2850.6 
1596,2850.6 ,2854.8 ,2850.3 ,2851.7 
1597,2851.7 ,2855.2 ,2851.5 ,2855.0 
1598,2855.0 ,2855.3 ,2852.5 ,2853.1 
1599,2852.8 ,2853.8 ,2851.6 ,2853.0 
1600,2852.8 ,2855.4 ,2852.8 ,2854.9 
1601,2866.0 ,2866.4 ,2860.6 ,2861.1 
1602,2861.1 ,2861.2 ,2857.0 ,2858.3 
1603,2858.0 ,2858.3 ,2854.0 ,2857.7 
1604,2857.3 ,2860.1 ,2846.8 ,2848.1 
1605,2848.3 ,2852.2 ,2846.1 ,2850.3 
1606,2850.1 ,2869.6 ,2844.0 ,2867.9 
1607,2867.7 ,2867.9 ,2859.2 ,2859.2 
1608,2858.8 ,2861.3 ,2849.3 ,2851.0 
1609,2851.0 ,2869.1 ,2850.9 ,2869.0 
1610,2869.2 ,2873.3 ,2864.7 ,2871.4 
1611,2870.8 ,2874.5 ,2867.3 ,2872.6 
1612,2872.5 ,2873.1 ,2863.3 ,2865.2 
1613,2865.0 ,2867.0 ,2862.4 ,2865.2 
1614,2865.4 ,2869.5 ,2861.8 ,2865.3 
1615,2864.6 ,2865.8 ,2858.8 ,2859.8 
1616,2860.0 ,2863.0 ,2858.1 ,2861.9 
1617,2861.6 ,2865.7 ,2860.9 ,2862.9 
1618,2863.0 ,2866.6 ,2855.5 ,2857.4 
1619,2857.0 ,2860.5 ,2854.6 ,2858.9 
1620,2858.6 ,2859.9 ,2853.5 ,2854.3 
1621,2854.6 ,2856.8 ,2853.6 ,2855.0 
1622,2855.2 ,2860.0 ,2854.8 ,2859.0 
1623,2860.3 ,2860.5 ,2857.0 ,2857.4 
1624,2857.4 ,2863.0 ,2855.6 ,2860.9 
1625,2860.7 ,2860.7 ,2848.8 ,2851.7 
1626,2851.6 ,2852.7 ,2847.1 ,2849.6 
1627,2849.5 ,2850.9 ,2848.7 ,2850.3 
1628,2850.7 ,2852.2 ,2848.4 ,2850.4 
1629,2850.4 ,2854.7 ,2849.4 ,2853.2 
1630,2852.6 ,2853.2 ,2843.9 ,2847.2 
1631,2847.1 ,2852.4 ,2845.9 ,2851.4 
1632,2849.7 ,2857.9 ,2849.6 ,2853.9 
1633,2854.2 ,2856.0 ,2852.2 ,2855.7 
1634,2855.8 ,2857.4 ,2850.8 ,2857.4 
1635,2857.5 ,2862.9 ,2857.5 ,2861.6 
1636,2862.1 ,2862.6 ,2859.3 ,2859.8 
1637,2860.0 ,2862.3 ,2859.6 ,2862.3 
1638,2862.1 ,2866.8 ,2859.0 ,2866.8 
1639,2866.6 ,2867.3 ,2864.4 ,2865.9 
1640,2865.9 ,2867.0 ,2863.9 ,2865.1 
1641,2865.3 ,2868.0 ,2862.8 ,2866.7 
1642,2866.7 ,2868.1 ,2864.5 ,2865.9 
1643,2865.1 ,2866.0 ,2863.4 ,2864.3 
1644,2864.3 ,2864.8 ,2862.4 ,2863.0 
1645,2863.1 ,2867.8 ,2862.8 ,2867.8 
1646,2868.4 ,2870.2 ,2863.8 ,2864.4 
1647,2864.6 ,2865.9 ,2864.0 ,2865.1 
1648,2864.9 ,2865.1 ,2861.7 ,2863.2 
1649,2863.4 ,2865.6 ,2862.2 ,2864.4 
1650,2864.4 ,2868.9 ,2863.2 ,2868.6 
1651,2868.6 ,2871.3 ,2867.9 ,2870.7 
1652,2870.5 ,2872.9 ,2868.5 ,2872.3 
1653,2872.1 ,2875.9 ,2871.7 ,2875.0 
1654,2875.0 ,2875.5 ,2873.4 ,2875.1 
1655,2875.2 ,2875.4 ,2872.6 ,2872.6 
1656,2872.7 ,2875.1 ,2872.4 ,2874.7 
1657,2874.3 ,2882.0 ,2873.2 ,2882.0 
1658,2882.2 ,2895.8 ,2881.6 ,2893.4 
1659,2893.4 ,2896.5 ,2892.2 ,2892.5 
1660,2892.4 ,2897.4 ,2892.4 ,2896.1 
1661,2896.2 ,2902.7 ,2893.9 ,2900.4 
1662,2900.5 ,2901.4 ,2896.7 ,2898.3 
1663,2897.9 ,2898.1 ,2894.5 ,2895.4 
1664,2895.3 ,2898.5 ,2894.6 ,2897.3 
1665,2897.9 ,2897.9 ,2895.5 ,2896.2 
1666,2896.2 ,2896.4 ,2888.9 ,2889.6 
1667,2889.6 ,2892.0 ,2889.1 ,2892.0 
1668,2892.3 ,2900.0 ,2891.9 ,2897.2 
1669,2897.4 ,2901.4 ,2896.3 ,2896.3 
1670,2896.1 ,2923.8 ,2895.9 ,2915.4 
1671,2915.8 ,2920.8 ,2915.6 ,2919.7 
1672,2919.9 ,2922.4 ,2917.5 ,2919.3 
1673,2918.7 ,2925.3 ,2918.2 ,2922.7 
1674,2922.7 ,2923.5 ,2913.7 ,2915.0 
1675,2915.1 ,2923.6 ,2914.9 ,2922.2 
1676,2921.8 ,2924.1 ,2917.0 ,2921.2 
1677,2921.3 ,2925.5 ,2919.2 ,2919.5 
1678,2919.3 ,2922.0 ,2917.4 ,2920.7 
1679,2920.5 ,2920.9 ,2916.8 ,2916.9 
1680,2916.9 ,2918.0 ,2909.6 ,2911.7 
1681,2911.4 ,2915.5 ,2910.7 ,2914.9 
1682,2915.0 ,2916.3 ,2911.0 ,2915.7 
1683,2915.7 ,2915.8 ,2913.7 ,2914.3 
1684,2914.4 ,2914.4 ,2910.4 ,2913.1 
1685,2913.1 ,2913.4 ,2909.9 ,2912.6 
1686,2912.5 ,2916.5 ,2911.2 ,2916.5 
1687,2916.4 ,2916.4 ,2914.9 ,2915.3 
1688,2915.3 ,2915.8 ,2914.7 ,2915.0 
1689,2915.0 ,2915.2 ,2911.7 ,2913.4 
1690,2913.5 ,2914.8 ,2912.5 ,2913.7 
1691,2898.7 ,2902.5 ,2897.8 ,2901.8 
1692,2901.7 ,2902.3 ,2895.7 ,2896.4 
1693,2896.6 ,2898.5 ,2895.7 ,2897.2 
1694,2896.9 ,2905.5 ,2896.2 ,2897.6 
1695,2897.6 ,2897.8 ,2890.7 ,2892.6 
1696,2892.6 ,2896.6 ,2892.5 ,2895.1 
1697,2895.3 ,2896.9 ,2891.4 ,2892.4 
1698,2892.4 ,2897.8 ,2892.0 ,2896.0 
1699,2896.3 ,2900.0 ,2895.9 ,2898.5 
1700,2898.5 ,2898.8 ,2896.6 ,2896.6 
1701,2896.6 ,2897.1 ,2884.8 ,2885.3 
1702,2885.1 ,2886.1 ,2882.9 ,2882.9 
1703,2883.0 ,2886.6 ,2882.7 ,2886.0 
1704,2885.9 ,2886.3 ,2883.3 ,2883.6 
1705,2883.5 ,2883.8 ,2879.1 ,2882.8 
1706,2882.7 ,2885.7 ,2882.2 ,2885.6 
1707,2886.0 ,2888.3 ,2883.8 ,2886.8 
1708,2886.8 ,2889.5 ,2881.8 ,2883.6 
1709,2883.7 ,2894.1 ,2883.1 ,2893.9 
1710,2894.0 ,2895.1 ,2891.8 ,2893.8 
1711,2894.1 ,2895.6 ,2892.0 ,2893.1 
1712,2893.3 ,2896.0 ,2892.2 ,2892.4 
1713,2892.3 ,2896.2 ,2892.1 ,2896.2 
1714,2896.3 ,2903.6 ,2896.3 ,2903.1 
1715,2902.8 ,2904.6 ,2902.0 ,2902.7 
1716,2902.7 ,2903.4 ,2900.6 ,2901.1 
1717,2900.7 ,2902.7 ,2899.7 ,2900.2 
1718,2900.1 ,2903.4 ,2899.3 ,2902.3 
1719,2902.3 ,2905.1 ,2893.6 ,2894.2 
1720,2894.4 ,2895.7 ,2890.0 ,2892.1 
1721,2892.1 ,2892.6 ,2889.9 ,2891.4 
1722,2891.4 ,2893.9 ,2891.2 ,2892.5 
1723,2892.6 ,2892.9 ,2886.9 ,2889.3 
1724,2889.4 ,2891.1 ,2888.1 ,2890.8 
1725,2890.9 ,2893.8 ,2890.0 ,2891.3 
1726,2891.1 ,2893.7 ,2889.5 ,2892.6 
1727,2892.5 ,2893.4 ,2887.3 ,2888.7 
1728,2888.2 ,2894.5 ,2888.1 ,2894.5 
1729,2894.4 ,2897.3 ,2893.7 ,2897.0 
1730,2897.0 ,2898.3 ,2894.8 ,2897.8 
1731,2897.9 ,2898.5 ,2895.8 ,2897.8 
1732,2897.1 ,2898.6 ,2896.0 ,2897.5 
1733,2897.1 ,2903.5 ,2897.1 ,2902.3 
1734,2902.3 ,2903.1 ,2900.8 ,2901.4 
1735,2901.4 ,2901.6 ,2896.3 ,2896.7 
1736,2898.2 ,2901.4 ,2894.7 ,2895.1 
1737,2895.4 ,2895.4 ,2891.3 ,2891.8 
1738,2891.7 ,2893.2 ,2891.3 ,2893.0 
1739,2893.1 ,2907.8 ,2892.5 ,2906.8 
1740,2906.8 ,2908.8 ,2906.1 ,2906.8 
1741,2906.9 ,2909.4 ,2906.6 ,2907.6 
1742,2907.7 ,2908.4 ,2902.9 ,2907.1 
1743,2907.1 ,2910.4 ,2906.3 ,2907.3 
1744,2907.2 ,2909.2 ,2906.2 ,2906.2 
1745,2906.1 ,2906.4 ,2901.1 ,2901.4 
1746,2901.4 ,2901.6 ,2899.6 ,2900.4 
1747,2900.2 ,2901.2 ,2897.9 ,2899.1 
1748,2899.1 ,2899.5 ,2895.4 ,2896.0 
1749,2896.0 ,2899.2 ,2888.6 ,2888.9 
1750,2889.2 ,2890.7 ,2887.9 ,2889.4 
1751,2889.4 ,2891.3 ,2886.5 ,2887.5 
1752,2887.4 ,2891.2 ,2876.6 ,2878.7 
1753,2878.4 ,2880.5 ,2878.4 ,2880.3 
1754,2880.3 ,2883.2 ,2879.7 ,2881.9 
1755,2882.1 ,2883.7 ,2879.7 ,2880.9 
1756,2880.7 ,2886.5 ,2875.3 ,2886.5 
1757,2885.7 ,2888.0 ,2885.3 ,2886.7 
1758,2886.5 ,2887.0 ,2880.5 ,2880.8 
1759,2880.8 ,2883.9 ,2878.6 ,2879.1 
1760,2878.3 ,2878.5 ,2870.6 ,2871.9 
1761,2871.6 ,2873.4 ,2870.0 ,2873.1 
1762,2873.0 ,2876.3 ,2871.1 ,2875.4 
1763,2875.7 ,2877.0 ,2874.6 ,2875.8 
1764,2875.8 ,2877.9 ,2874.8 ,2875.2 
1765,2875.1 ,2875.1 ,2867.6 ,2868.4 
1766,2868.4 ,2875.4 ,2868.1 ,2874.7 
1767,2874.0 ,2887.2 ,2873.7 ,2886.4 
1768,2886.5 ,2887.1 ,2883.5 ,2883.7 
1769,2883.7 ,2886.4 ,2883.0 ,2883.6 
1770,2883.6 ,2886.8 ,2881.1 ,2881.5 
1771,2881.0 ,2882.1 ,2874.6 ,2876.4 
1772,2876.2 ,2880.2 ,2876.1 ,2879.2 
1773,2879.2 ,2881.1 ,2878.6 ,2878.7 
1774,2878.7 ,2882.4 ,2878.7 ,2880.5 
1775,2880.4 ,2880.4 ,2878.2 ,2879.7 
1776,2879.9 ,2879.9 ,2875.8 ,2878.8 
1777,2879.0 ,2879.3 ,2877.8 ,2879.3 
1778,2879.3 ,2882.0 ,2879.3 ,2879.8 
1779,2879.8 ,2881.2 ,2879.5 ,2880.6 
1780,2880.6 ,2881.4 ,2880.0 ,2880.0 
1781,2843.1 ,2849.6 ,2840.4 ,2842.0 
1782,2842.0 ,2844.1 ,2840.0 ,2840.2 
1783,2840.3 ,2843.2 ,2840.0 ,2841.6 
1784,2841.6 ,2842.5 ,2839.1 ,2840.7 
1785,2840.5 ,2842.7 ,2839.7 ,2841.3 
1786,2841.3 ,2843.3 ,2837.4 ,2840.9 
1787,2840.7 ,2841.1 ,2839.3 ,2839.8 
1788,2839.7 ,2844.8 ,2839.6 ,2841.3 
1789,2841.2 ,2841.5 ,2835.5 ,2835.7 
1790,2835.9 ,2835.9 ,2830.3 ,2831.0 
1791,2831.0 ,2834.3 ,2831.0 ,2833.8 
1792,2833.8 ,2834.2 ,2830.3 ,2833.1 
1793,2833.0 ,2835.0 ,2831.8 ,2833.3 
1794,2833.7 ,2834.1 ,2832.2 ,2833.5 
1795,2833.2 ,2833.6 ,2829.3 ,2831.7 
1796,2831.5 ,2831.8 ,2830.3 ,2831.1 
1797,2831.1 ,2831.2 ,2821.1 ,2821.3 
1798,2821.5 ,2822.4 ,2820.2 ,2821.4 
1799,2821.4 ,2821.8 ,2815.6 ,2816.6 
1800,2817.1 ,2817.3 ,2802.2 ,2803.6 
1801,2803.1 ,2806.5 ,2799.0 ,2802.7 
1802,2802.7 ,2803.8 ,2799.4 ,2802.8 
1803,2802.8 ,2804.3 ,2801.7 ,2804.2 
1804,2803.7 ,2804.8 ,2801.9 ,2804.1 
1805,2804.1 ,2806.8 ,2795.0 ,2796.5 
1806,2796.0 ,2797.9 ,2791.2 ,2792.7 
1807,2792.6 ,2797.2 ,2791.8 ,2796.5 
1808,2796.5 ,2801.6 ,2796.2 ,2801.2 
1809,2801.2 ,2805.4 ,2798.0 ,2805.4 
1810,2805.3 ,2806.9 ,2798.9 ,2800.4 
1811,2800.3 ,2801.8 ,2794.2 ,2794.7 
1812,2794.5 ,2794.9 ,2781.5 ,2783.6 
1813,2783.5 ,2787.9 ,2783.0 ,2785.3 
1814,2785.3 ,2787.2 ,2779.5 ,2780.0 
1815,2780.0 ,2784.9 ,2779.1 ,2784.2 
1816,2783.9 ,2787.1 ,2781.7 ,2784.2 
1817,2784.2 ,2786.1 ,2775.9 ,2780.3 
1818,2779.8 ,2786.8 ,2779.7 ,2783.8 
1819,2783.8 ,2786.3 ,2782.6 ,2784.6 
1820,2784.5 ,2785.6 ,2781.2 ,2783.9 
1821,2783.8 ,2784.0 ,2779.5 ,2781.4 
1822,2781.7 ,2788.5 ,2781.2 ,2785.7 
1823,2785.5 ,2786.3 ,2783.1 ,2784.7 
1824,2784.8 ,2785.1 ,2778.7 ,2780.1 
1825,2779.9 ,2781.2 ,2777.8 ,2778.0 
1826,2775.0 ,2775.2 ,2771.8 ,2773.1 
1827,2773.0 ,2774.1 ,2772.1 ,2773.2 
1828,2773.0 ,2773.1 ,2766.2 ,2766.8 
1829,2766.6 ,2770.2 ,2766.5 ,2768.2 
1830,2768.4 ,2770.9 ,2767.3 ,2768.6 
1831,2768.5 ,2771.9 ,2768.3 ,2770.5 
1832,2770.7 ,2771.1 ,2767.8 ,2770.3 
1833,2770.1 ,2771.0 ,2768.4 ,2769.2 
1834,2769.4 ,2770.1 ,2762.6 ,2762.6 
1835,2763.3 ,2774.6 ,2762.3 ,2774.5 
1836,2775.1 ,2785.7 ,2775.1 ,2777.6 
1837,2777.5 ,2778.3 ,2774.0 ,2775.5 
1838,2775.2 ,2775.5 ,2770.0 ,2771.4 
1839,2771.2 ,2772.4 ,2766.6 ,2766.6 
1840,2766.6 ,2766.9 ,2758.8 ,2761.2 
1841,2761.0 ,2766.8 ,2760.4 ,2763.1 
1842,2763.2 ,2768.1 ,2759.7 ,2764.5 
1843,2764.5 ,2765.8 ,2762.0 ,2763.0 
1844,2762.9 ,2769.1 ,2762.7 ,2764.7 
1845,2764.7 ,2768.5 ,2759.0 ,2760.4 
1846,2759.9 ,2764.4 ,2753.0 ,2753.5 
1847,2752.8 ,2754.9 ,2750.8 ,2751.3 
1848,2751.5 ,2751.8 ,2749.3 ,2751.1 
1849,2751.5 ,2751.5 ,2748.6 ,2749.3 
1850,2749.5 ,2749.5 ,2741.5 ,2742.1 
1851,2742.1 ,2745.9 ,2740.4 ,2742.4 
1852,2742.3 ,2743.6 ,2739.8 ,2742.3 
1853,2742.3 ,2744.0 ,2738.5 ,2741.3 
1854,2741.4 ,2742.8 ,2739.5 ,2741.2 
1855,2741.2 ,2743.9 ,2739.9 ,2742.2 
1856,2742.2 ,2744.8 ,2741.3 ,2742.9 
1857,2743.4 ,2747.8 ,2741.0 ,2743.5 
1858,2743.7 ,2743.7 ,2734.4 ,2734.4 
1859,2734.8 ,2734.8 ,2729.7 ,2730.7 
1860,2730.8 ,2730.9 ,2728.1 ,2728.8 
1861,2728.7 ,2729.6 ,2721.6 ,2724.1 
1862,2724.1 ,2724.1 ,2718.1 ,2718.8 
1863,2719.2 ,2720.8 ,2716.0 ,2716.0 
1864,2716.0 ,2716.7 ,2714.4 ,2716.4 
1865,2716.4 ,2719.5 ,2716.1 ,2718.4 
1866,2718.2 ,2718.6 ,2716.6 ,2718.5 
1867,2718.5 ,2719.0 ,2717.2 ,2719.0 
1868,2718.9 ,2719.2 ,2718.1 ,2718.7 
1869,2718.7 ,2720.5 ,2718.2 ,2720.5 
1870,2720.5 ,2724.4 ,2720.4 ,2724.3 
1871,2718.2 ,2725.9 ,2716.2 ,2725.1 
1872,2725.1 ,2727.4 ,2723.4 ,2725.5 
1873,2725.5 ,2729.3 ,2722.8 ,2726.7 
1874,2726.8 ,2730.5 ,2725.0 ,2728.4 
1875,2728.3 ,2729.9 ,2724.6 ,2726.4 
1876,2726.5 ,2728.7 ,2718.2 ,2724.5 
1877,2724.3 ,2727.6 ,2720.8 ,2723.1 
1878,2723.1 ,2728.3 ,2723.0 ,2723.4 
1879,2723.9 ,2736.0 ,2723.5 ,2735.4 
1880,2735.5 ,2739.3 ,2735.1 ,2738.8 
1881,2738.8 ,2738.8 ,2735.9 ,2737.0 
1882,2736.8 ,2736.8 ,2730.8 ,2730.8 
1883,2730.4 ,2732.5 ,2723.8 ,2723.8 
1884,2723.1 ,2725.0 ,2720.1 ,2722.6 
1885,2722.7 ,2729.2 ,2720.9 ,2728.8 
1886,2729.0 ,2730.5 ,2727.8 ,2729.7 
1887,2729.4 ,2733.0 ,2728.1 ,2729.9 
1888,2730.2 ,2738.7 ,2730.0 ,2737.1 
1889,2737.1 ,2739.7 ,2735.9 ,2739.7 
1890,2739.5 ,2743.2 ,2737.4 ,2738.4 
1891,2738.4 ,2739.4 ,2732.8 ,2733.0 
1892,2733.3 ,2737.3 ,2732.7 ,2735.8 
1893,2735.6 ,2740.2 ,2734.0 ,2734.6 
1894,2734.6 ,2738.3 ,2733.5 ,2737.9 
1895,2737.9 ,2741.2 ,2737.7 ,2739.8 
1896,2739.8 ,2740.0 ,2734.4 ,2734.8 
1897,2734.8 ,2735.8 ,2727.9 ,2728.3 
1898,2728.3 ,2729.9 ,2727.1 ,2727.1 
1899,2726.9 ,2728.6 ,2725.1 ,2726.1 
1900,2726.1 ,2733.1 ,2725.3 ,2733.0 
1901,2732.7 ,2732.9 ,2727.7 ,2728.2 
1902,2728.3 ,2728.7 ,2720.9 ,2721.4 
1903,2721.5 ,2724.1 ,2720.9 ,2723.0 
1904,2723.2 ,2724.7 ,2720.0 ,2721.6 
1905,2721.6 ,2726.9 ,2720.6 ,2721.6 
1906,2721.6 ,2725.6 ,2719.7 ,2723.5 
1907,2723.8 ,2727.1 ,2723.2 ,2724.3 
1908,2724.1 ,2726.4 ,2723.6 ,2724.2 
1909,2724.1 ,2733.8 ,2722.6 ,2731.6 
1910,2731.6 ,2732.5 ,2728.6 ,2732.5 
1911,2732.3 ,2733.6 ,2729.9 ,2733.6 
1912,2733.6 ,2734.7 ,2731.9 ,2733.0 
1913,2732.9 ,2733.5 ,2729.2 ,2729.6 
1914,2729.7 ,2733.7 ,2729.5 ,2733.2 
1915,2733.1 ,2738.2 ,2732.2 ,2738.0 
1916,2738.7 ,2738.7 ,2735.3 ,2736.4 
1917,2736.5 ,2737.4 ,2735.0 ,2736.0 
1918,2736.0 ,2738.7 ,2734.5 ,2735.8 
1919,2735.9 ,2738.4 ,2735.5 ,2737.6 
1920,2737.8 ,2745.8 ,2737.5 ,2745.6 
1921,2745.6 ,2747.2 ,2744.8 ,2745.5 
1922,2745.5 ,2755.2 ,2745.5 ,2754.5 
1923,2754.5 ,2757.6 ,2752.8 ,2755.1 
1924,2755.2 ,2757.5 ,2754.7 ,2754.7 
1925,2754.7 ,2755.5 ,2752.4 ,2752.8 
1926,2752.8 ,2755.6 ,2752.7 ,2754.4 
1927,2754.4 ,2763.3 ,2754.1 ,2762.0 
1928,2762.4 ,2772.4 ,2760.0 ,2772.3 
1929,2772.3 ,2793.2 ,2771.3 ,2793.2 
1930,2793.0 ,2795.7 ,2787.4 ,2789.5 
1931,2790.2 ,2815.2 ,2789.7 ,2812.9 
1932,2811.9 ,2833.6 ,2806.8 ,2827.4 
1933,2827.4 ,2834.1 ,2814.7 ,2822.7 
1934,2822.7 ,2822.8 ,2818.7 ,2821.0 
1935,2821.3 ,2826.0 ,2816.4 ,2822.0 
1936,2821.9 ,2822.7 ,2813.9 ,2815.3 
1937,2815.4 ,2818.1 ,2807.8 ,2812.1 
1938,2812.1 ,2815.8 ,2810.9 ,2812.5 
1939,2812.3 ,2815.2 ,2807.3 ,2811.1 
1940,2811.1 ,2825.4 ,2810.5 ,2823.8 
1941,2823.8 ,2837.5 ,2823.4 ,2837.2 
1942,2837.5 ,2845.6 ,2834.4 ,2834.6 
1943,2834.5 ,2837.2 ,2826.0 ,2826.2 
1944,2826.5 ,2832.0 ,2812.5 ,2813.3 
1945,2813.3 ,2819.5 ,2812.5 ,2817.8 
1946,2817.8 ,2823.0 ,2816.3 ,2819.6 
1947,2819.6 ,2825.3 ,2812.6 ,2812.6 
1948,2813.2 ,2822.4 ,2812.9 ,2819.5 
1949,2818.9 ,2823.8 ,2817.6 ,2819.6 
1950,2819.4 ,2822.3 ,2815.7 ,2819.1 
1951,2818.9 ,2819.7 ,2815.0 ,2816.9 
1952,2816.6 ,2819.6 ,2814.4 ,2814.6 
1953,2815.2 ,2815.3 ,2795.0 ,2798.0 
1954,2798.0 ,2799.4 ,2792.8 ,2794.1 
1955,2794.2 ,2800.2 ,2794.2 ,2799.2 
1956,2799.6 ,2803.6 ,2798.3 ,2802.1 
1957,2801.9 ,2802.3 ,2800.4 ,2801.1 
1958,2801.1 ,2806.6 ,2801.1 ,2806.5 
1959,2806.4 ,2810.4 ,2806.1 ,2808.1 
1960,2807.8 ,2812.7 ,2807.4 ,2812.0 
1961,2786.2 ,2788.9 ,2782.8 ,2787.1 
1962,2786.5 ,2792.7 ,2783.9 ,2791.1 
1963,2790.3 ,2791.4 ,2788.3 ,2789.1 
1964,2789.1 ,2789.2 ,2782.6 ,2785.8 
1965,2785.8 ,2792.9 ,2785.6 ,2790.9 
1966,2791.4 ,2796.0 ,2788.5 ,2790.3 
1967,2789.5 ,2790.6 ,2784.5 ,2788.9 
1968,2788.5 ,2791.9 ,2787.3 ,2790.9 
1969,2791.0 ,2804.8 ,2787.9 ,2803.4 
1970,2802.6 ,2804.5 ,2800.1 ,2800.8 
1971,2800.8 ,2806.7 ,2797.3 ,2798.2 
1972,2798.2 ,2800.2 ,2793.6 ,2796.5 
1973,2796.6 ,2801.4 ,2794.9 ,2800.7 
1974,2801.0 ,2804.1 ,2798.6 ,2801.2 
1975,2801.0 ,2808.7 ,2798.2 ,2803.3 
1976,2804.0 ,2804.3 ,2794.9 ,2796.0 
1977,2796.0 ,2798.8 ,2783.9 ,2784.5 
1978,2784.5 ,2786.6 ,2774.3 ,2775.1 
1979,2775.1 ,2777.8 ,2768.8 ,2771.9 
1980,2771.7 ,2773.9 ,2769.3 ,2772.8 
1981,2773.1 ,2777.0 ,2769.9 ,2773.2 
1982,2773.1 ,2775.7 ,2771.4 ,2774.3 
1983,2774.7 ,2777.3 ,2749.1 ,2749.1 
1984,2748.9 ,2754.3 ,2746.9 ,2750.1 
1985,2750.1 ,2752.6 ,2739.8 ,2742.5 
1986,2742.3 ,2755.0 ,2742.3 ,2752.3 
1987,2752.1 ,2755.2 ,2750.6 ,2753.6 
1988,2753.9 ,2758.3 ,2745.2 ,2754.3 
1989,2754.3 ,2756.2 ,2742.4 ,2753.5 
1990,2753.7 ,2768.4 ,2753.5 ,2765.5 
1991,2765.2 ,2769.1 ,2764.5 ,2767.0 
1992,2766.8 ,2771.9 ,2761.5 ,2768.2 
1993,2767.9 ,2769.0 ,2761.8 ,2765.6 
1994,2765.4 ,2786.7 ,2764.9 ,2782.6 
1995,2782.3 ,2787.3 ,2781.7 ,2783.3 
1996,2783.2 ,2784.8 ,2780.4 ,2781.9 
1997,2781.6 ,2785.8 ,2763.7 ,2767.1 
1998,2767.1 ,2767.6 ,2755.6 ,2759.5 
1999,2759.7 ,2762.4 ,2756.8 ,2756.8 
2000,2756.8 ,2773.0 ,2756.5 ,2773.0 
2001,2773.0 ,2816.2 ,2772.4 ,2813.5 
2002,2813.2 ,2824.9 ,2809.3 ,2820.4 
2003,2819.5 ,2821.9 ,2809.8 ,2814.8 
2004,2814.8 ,2832.7 ,2814.6 ,2824.2 
2005,2823.9 ,2827.6 ,2820.2 ,2825.9 
2006,2823.0 ,2824.3 ,2814.6 ,2817.5 
2007,2817.8 ,2827.2 ,2817.5 ,2824.6 
2008,2825.0 ,2844.3 ,2824.3 ,2841.0 
2009,2841.0 ,2844.2 ,2835.9 ,2837.4 
2010,2837.6 ,2846.5 ,2835.3 ,2839.7 
2011,2840.5 ,2841.1 ,2820.7 ,2821.7 
2012,2822.2 ,2830.7 ,2820.9 ,2828.6 
2013,2828.6 ,2850.0 ,2821.2 ,2850.0 
2014,2850.5 ,2856.3 ,2850.5 ,2853.1 
2015,2852.4 ,2854.4 ,2839.7 ,2840.4 
2016,2839.2 ,2847.6 ,2838.7 ,2842.3 
2017,2842.6 ,2847.6 ,2835.0 ,2840.5 
2018,2840.4 ,2859.8 ,2817.3 ,2823.0 
2019,2824.0 ,2834.8 ,2821.9 ,2832.6 
2020,2832.5 ,2835.7 ,2822.3 ,2832.9 
2021,2832.7 ,2840.4 ,2827.2 ,2833.1 
2022,2831.6 ,2836.2 ,2822.6 ,2826.1 
2023,2826.3 ,2837.6 ,2826.0 ,2831.9 
2024,2831.8 ,2835.5 ,2826.7 ,2831.4 
2025,2831.4 ,2831.7 ,2825.1 ,2827.6 
2026,2827.6 ,2834.0 ,2823.0 ,2823.0 
2027,2822.3 ,2822.3 ,2808.8 ,2810.9 
2028,2810.7 ,2819.1 ,2807.9 ,2819.1 
2029,2819.3 ,2820.9 ,2817.6 ,2817.7 
2030,2818.2 ,2822.6 ,2811.8 ,2814.5 
2031,2814.6 ,2818.4 ,2811.2 ,2817.1 
2032,2817.1 ,2831.7 ,2813.8 ,2828.5 
2033,2827.8 ,2829.0 ,2815.6 ,2815.6 
2034,2815.8 ,2818.3 ,2809.0 ,2809.8 
2035,2809.7 ,2817.2 ,2805.4 ,2817.2 
2036,2817.5 ,2819.4 ,2809.1 ,2811.9 
2037,2812.9 ,2814.4 ,2784.9 ,2787.7 
2038,2787.7 ,2795.9 ,2785.0 ,2793.1 
2039,2794.3 ,2794.3 ,2786.3 ,2786.3 
2040,2786.1 ,2794.7 ,2784.7 ,2787.9 
2041,2788.1 ,2792.2 ,2786.3 ,2790.0 
2042,2789.9 ,2796.1 ,2786.9 ,2792.5 
2043,2792.5 ,2797.6 ,2790.0 ,2793.7 
2044,2793.7 ,2798.7 ,2793.1 ,2798.7 
2045,2798.9 ,2799.1 ,2793.5 ,2795.4 
2046,2795.5 ,2797.2 ,2790.4 ,2797.2 
2047,2797.4 ,2799.1 ,2793.3 ,2793.6 
2048,2793.7 ,2795.1 ,2790.4 ,2793.4 
2049,2793.4 ,2793.9 ,2791.1 ,2791.6 
2050,2791.5 ,2792.0 ,2786.7 ,2789.4 
2051,2809.5 ,2816.7 ,2804.9 ,2812.6 
2052,2812.6 ,2819.2 ,2811.1 ,2816.0 
